OBJECTID,Vehicle Year,Vehicle Make,Vehicle Model,Vehicle Style,Vehicle Colour,Vehicle Value,Weekday,Recovered,Neighbourhood,Ward,Sector,Reported Date,Occurred Date,Year,Intersection,Division,Census Tract,Time of Day,Councillor,Reported Hour,Occurred Hour,x,y
5458,2018,MERCEDES-BENZ,,Automobile,BLK,,Sunday,Y,Byward Market,Ward 12 - Rideau-Vanier,Sector 24,12/11/2022 5:00:00 AM,12/11/2022 5:00:00 AM,2022,"GEORGE ST, SUSSEX DR",Central,5050054.00,Morning,Stéphanie Plante,900,800,-75.6940234618663,45.4262575659637
5459,2022,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Automobile,BLK,,Sunday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/11/2022 5:00:00 AM,12/11/2022 5:00:00 AM,2022,"FOXHALL WAY, KINGBROOK DR",West,5050161.05,Night,Allan Hubley,1400,400,-75.8543475400375,45.2870340588479
5460,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Suv,WHI,,Sunday,Y,Elmvale - Eastway - Riverview - Riverview Park West,Ward 18 - Alta Vista,Sector 33,12/12/2022 5:00:00 AM,12/11/2022 5:00:00 AM,2022,"DAKOTA AVE, HALIFAX DR",East,5050008.00,Afternoon,Marty Carr,1100,1500,-75.6218716339207,45.388187637096
5461,2019,DODGE,RAM 1500 PU,Truck,BLK,75000,Sunday,N,Orléans Central,Ward 2 - Orléans West-Innes,Sector 31,12/12/2022 5:00:00 AM,12/11/2022 5:00:00 AM,2022,"GREY NUNS DR, 70M NORTH OF HARVEST CRES",East,5050124.01,Evening,Laura Dudas,800,2000,-75.5417207275798,45.4673914601893
5462,2013,DODGE,,Automobile,,,Friday,N,East Industrial,Ward 18 - Alta Vista,Sector 33,12/12/2022 5:00:00 AM,12/9/2022 5:00:00 AM,2022,"TERMINAL AVE, STEAMLINE ST",East,5050011.01,Morning,Marty Carr,1100,1000,-75.6519097743297,45.41462114211
5463,2022,,,Automobile,GRY,35000,Monday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,12/12/2022 5:00:00 AM,12/12/2022 5:00:00 AM,2022,"WHITEWATER ST, WOODROFFE AVE",West,5050141.13,Morning,Wilson Lo,1000,1000,-75.714204479964,45.2680144004463
5464,2014,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Suv,GRY,,Wednesday,N,Carlingwood West - Glabar Park - McKellar Heights,Ward 7 - Bay,Sector 14,12/12/2022 5:00:00 AM,12/7/2022 5:00:00 AM,2022,"CARLING AVE, HARTLEIGH AVE",West,5050031.00,Morning,Theresa Kavanagh,200,700,-75.7774383957132,45.3672704406268
5465,2011,FORD,ESCAPE,Automobile,GLD,6000,Saturday,Y,Britannia Village,Ward 7 - Bay,Sector 14,12/12/2022 5:00:00 AM,12/10/2022 5:00:00 AM,2022,"LINCOLN HEIGHTS RD, REGINA ST",West,5050030.00,Afternoon,Theresa Kavanagh,700,1700,-75.7859675095307,45.3688747700839
5466,2021,,,Automobile,GRY,60000,Monday,N,Glen Cairn - Kanata South Business Park,Ward 6 - Stittsville,Sector 13,12/12/2022 5:00:00 AM,12/12/2022 5:00:00 AM,2022,"HALIBURTON HTS,RELIANCE RIDGE",West,5050151.08,Night,Glen Gower,500,500,-75.8818176905824,45.2703971861506
5467,2009,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BRNGLD,8000,Monday,Y,Pineview,Ward 11 - Beacon Hill-Cyrville,Sector 32,12/12/2022 5:00:00 AM,12/12/2022 5:00:00 AM,2022,"AMBROSE DR S, FOXWELL ST S",East,5050122.02,Evening,Tim Tierney,1900,1900,-75.6104551397457,45.4196520870773
5468,2020,JEEP (1989 AND AFTER),GRAND CHEROKEE,Automobile,SIL,53000,Monday,N,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/13/2022 5:00:00 AM,12/12/2022 5:00:00 AM,2022,"BLUEGRASS DR, FOXLEIGH CRES",West,5050161.05,Evening,Allan Hubley,900,1900,-75.8621223193159,45.2836810209276
5469,2022,MERCEDES-BENZ,,Suv,BLK,52500,Tuesday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,12/13/2022 5:00:00 AM,12/13/2022 5:00:00 AM,2022,"AIRPORT PARKWAY PRIV, TRACKER PRIV",East,5050127.00,Morning,Jessica Bradley,800,800,-75.6639252757848,45.3236243582648
5470,2021,DODGE,RAM 1500 PU,Truck,RED,,Tuesday,Y,Richmond,Ward 21 - Rideau-Jock,Sector 12,12/13/2022 5:00:00 AM,12/13/2022 5:00:00 AM,2022,"QUEENSTON DR, REGAL CRES",West,5050151.03,Night,David Brown,600,500,-75.8332844155801,45.20108823422
5471,2022,DODGE,RAM 1500 PU,Truck,BLK,70000,Wednesday,N,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 6 - Stittsville,Sector 13,12/14/2022 5:00:00 AM,12/14/2022 5:00:00 AM,2022,"FRANK FINNIGAN WAY, PALLADIUM DR",West,5050160.03,Evening,Glen Gower,200,1800,-75.9248263918552,45.2962524945169
5472,2020,DODGE,RAM 1500 PU,Truck,BLK,,Wednesday,Y,Katimavik - Hazeldean,Ward 4 - Kanata North,Sector 13,12/14/2022 5:00:00 AM,12/14/2022 5:00:00 AM,2022,"TRANSITWAY, TRANSITWAY, TRANSITWAY",West,5050160.06,Afternoon,Cathy Curry,1600,1200,-75.9059144417765,45.3101451970139
5473,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,12/14/2022 5:00:00 AM,12/14/2022 5:00:00 AM,2022,"SEDONA ST, ROYAL FIELD CRES",West,5050141.05,Night,Wilson Lo,700,500,-75.731174519419,45.2965617932937
5474,2020,DODGE,RAM 1500 PU,Automobile,BLK,,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,12/14/2022 5:00:00 AM,12/13/2022 5:00:00 AM,2022,"BOULDER WAY, TAMARACK PL",West,5050141.05,Afternoon,Wilson Lo,700,1700,-75.7398863877556,45.2905639857467
5475,2021,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Wednesday,Y,Crestview - Meadowlands,Ward 8 - College,Sector 17,12/14/2022 5:00:00 AM,12/14/2022 5:00:00 AM,2022,"WOLMSLEY CRES, RIDGEPARK PRIV",West,5050134.00,Evening,Laine Johnson,200,2000,-75.7339614137599,45.3451834625195
5476,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,BLU,,Tuesday,Y,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,12/14/2022 5:00:00 AM,12/13/2022 5:00:00 AM,2022,"BAKEWELL CRES, CHARLESTON ST E",West,5050141.13,Afternoon,Wilson Lo,800,1700,-75.7080292588902,45.2701324617835
5477,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,WHI,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"MEMORIAL GROVE, QUARTET AVE",East,5050126.04,,Steve Desroches,1000,,-75.6768930314029,45.2696096743241
5478,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TACOMA,Automobile,GRY,45000,Thursday,Y,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"FERNSIDE ST, LOOSESTRIFE WAY",East,5050126.03,Morning,Steve Desroches,700,700,-75.5910262301721,45.3277257362327
5479,2021,JEEP (1989 AND AFTER),WRANGLER,Automobile,GRY,50000,Wednesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/15/2022 5:00:00 AM,12/14/2022 5:00:00 AM,2022,"VALIN ST, GLANDRIEL CRES W",East,5050171.05,Afternoon,Matthew Luloff,700,1700,-75.4519945113212,45.4750703780819
5480,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,GRY,65000,Thursday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"BOIS VERT PL, AQUAVIEW DR",East,5050171.10,Night,Catherine Kitts,600,300,-75.4804252173539,45.4572058213529
5481,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",TUNDRA,Truck,GRY,,Thursday,N,Manotick East,Ward 20 - Osgoode,Sector 36,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"DOWNEY RD, RIDEAU RD",East,5050126.04,,George Darouze,1000,,-75.6455260979961,45.2680838298004
5482,2022,CHEVROLET,,Motorcycle,WHI,,Thursday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"ATHLONE AVE, RICHMOND RD",Central,5050033.01,Night,Jeff Leiper,400,400,-75.7508766797989,45.393434285921
5483,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,GRY,,Thursday,N,Playfair Park - Lynda Park - Guildwood Estates,Ward 18 - Alta Vista,Sector 34,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"DORSET DR, PLAYFAIR DR",East,5050007.01,Afternoon,Marty Carr,1600,1300,-75.6487984885717,45.3883590060307
5484,,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Automobile,WHI,,Thursday,N,Whitehaven - Queensway Terrace North,Ward 7 - Bay,Sector 14,12/15/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,"GEORGINA DR, ROSEWOOD AVE",West,5050025.00,Night,Theresa Kavanagh,700,500,-75.7806090470917,45.3638799314144
5485,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,BLU,,Friday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"ORCHARDVIEW AVE, GARDENWAY DR",East,5050170.08,Night,Matthew Luloff,500,500,-75.4777537335521,45.4666026671687
5486,2020,JEEP (1989 AND AFTER),GRAND CHEROKEE,Automobile,BLK,,Friday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"PENNYROYAL CRES, DAMASK AVE",East,5050171.10,Night,Catherine Kitts,1400,100,-75.4507373237447,45.4586946713539
5487,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLU,75000,Friday,Y,Cityview - Skyline - Fisher Heights,Ward 9 - Knoxdale-Merivale,Sector 17,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"OAKWOOD AVE, HILLIARD AVE",West,5050132.00,Night,Sean Devine,1500,300,-75.715824754096,45.3682015616896
5488,2018,,,Other,YEL,,Thursday,Y,Greely,Ward 20 - Osgoode,Sector 36,12/16/2022 5:00:00 AM,11/24/2022 5:00:00 AM,2022,"ALBION RD, TULLAMORE ST",East,5050126.04,Afternoon,George Darouze,1400,1200,-75.5970551230781,45.2749928753049
5489,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLU,,Friday,Y,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"DECARIE DR, JEANNE D'ARC BLVD",East,5050124.02,Night,Laura Dudas,500,500,-75.526935431395,45.4823570085002
5490,2021,VOLKSWAGEN,JETTA,Automobile,SIL,,Friday,N,Centretown,Ward 14 - Somerset,Sector 23,12/16/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"METCALFE ST, QUEEN ST",Central,5050048.00,Morning,Ariel Troster,1200,900,-75.6968735692542,45.4222383701244
5491,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,WHI,,Friday,N,Orléans Village - Chateauneuf,Ward 2 - Orléans West-Innes,Sector 31,12/17/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"ASHMONT ST, SUMMERFIELDS CRES E",East,5050125.09,Evening,Laura Dudas,800,2200,-75.5318881545128,45.4486004414306
5492,2011,NISSAN,,Automobile,WHI,,Saturday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,12/17/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"HIGHLAND TER, SMYTH RD",East,5050006.00,Morning,Marty Carr,1300,800,-75.6498121457846,45.3992248132816
5493,2021,JEEP (1989 AND AFTER),,Automobile,GRY,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,12/17/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"KIRKWOOD AVE, MACY BLVD",Central,5050033.02,,Jeff Leiper,700,,-75.7416959195832,45.386855374545
5494,2020,JEEP (1989 AND AFTER),,Suv,GRY,,Friday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/17/2022 5:00:00 AM,12/16/2022 5:00:00 AM,2022,"DECOEUR, PROMENADE,AMBERWING PRIV",East,5050171.09,Evening,Catherine Kitts,600,2200,-75.4953391534087,45.4418064124011
5495,2019,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,RED,,Saturday,Y,Westboro,Ward 15 - Kitchissippi,Sector 21,12/18/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"CLEARVIEW AVE, REMIC AVE",Central,5050045.00,Evening,Jeff Leiper,800,2000,-75.7495690982226,45.4008390311987
5496,,MERCEDES-BENZ,E320,Automobile,SIL,5000,Sunday,N,Vanier South,Ward 13 - Rideau-Rockcliffe,Sector 25,12/18/2022 5:00:00 AM,12/11/2022 5:00:00 AM,2022,"NORANDA AVE, ST. LAURENT BLVD",Central,5050061.00,Afternoon,Rawlson King,1500,1600,-75.6456463990046,45.4389816680758
5497,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,BLU,,Saturday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/18/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"COMO CRES, TRENHOLM LANE",East,5050170.12,Evening,Matthew Luloff,1100,2200,-75.4744449908073,45.4768480226237
5498,,DODGE,CARAVAN,Automobile,BGE,,Sunday,Y,Ledbury - Heron Gate - Ridgemont - Elmwood,Ward 10 - Gloucester-Southgate,Sector 34,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"LILIBET CRES N, ALBION RD",East,5050001.01,Night,Jessica Bradley,100,100,-75.6535249168621,45.3725201111187
5499,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,ONG,,Sunday,Y,East Industrial,Ward 18 - Alta Vista,Sector 33,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"INDUSTRIAL AVE, RIVERSIDE DR",East,5050011.03,Afternoon,Marty Carr,1700,1700,-75.6582531156932,45.4121586005641
5500,,JEEP (1989 AND AFTER),WRANGLER,Automobile,BLK,,Sunday,N,Richmond,Ward 21 - Rideau-Jock,Sector 12,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"FOWLER ST, MARTIN ST",West,5050151.03,Night,David Brown,800,500,-75.8382547923823,45.1897493146791
5501,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,BLU,,Saturday,N,Westboro,Ward 15 - Kitchissippi,Sector 21,12/18/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"CLEARVIEW AVE, REMIC AVE",Central,5050045.00,Evening,Jeff Leiper,1100,1800,-75.7495690982226,45.4008390311987
5502,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,GRN,,Saturday,N,Richmond,Ward 21 - Rideau-Jock,Sector 12,12/18/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"FOWLER ST, MARTIN ST",West,5050151.03,Evening,David Brown,1200,2200,-75.8382547923823,45.1897493146791
5503,2021,JEEP (1989 AND AFTER),WRANGLER,Automobile,GRY,,Sunday,N,Richmond,Ward 21 - Rideau-Jock,Sector 12,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"MEYNELL RD, PELHAM CRES, TERRIER CIR",West,5050151.03,Morning,David Brown,800,800,-75.846249634649,45.1851517345333
5504,2021,JEEP (1989 AND AFTER),WRANGLER,Suv,RED,,Saturday,Y,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,Ward 4 - Kanata North,Sector 13,12/18/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"KEYROCK DR, MIRO WAY",West,5050160.03,Evening,Cathy Curry,1300,2200,-75.9332082397318,45.3228666846997
5505,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,WHI,,Sunday,N,Bells Corners East,Ward 8 - College,Sector 15,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"BONNER ST, VANIER RD",West,5050136.02,Night,Laine Johnson,1200,300,-75.8296215471523,45.324488366044
5506,2007,KIA MOTORS CORPORATION,RIO,Automobile,ONG,4000,Sunday,N,Ottawa East,Ward 17 - Capital,Sector 22,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"HWY 417 NICHOLAS IC118R35, HWY 417 NICHOLAS IC118R45",Central,5050015.00,Night,Shawn Menard,400,400,-75.6728176431499,45.4165483796831
5507,2022,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Sunday,N,Billings Bridge - Alta Vista,Ward 18 - Alta Vista,Sector 34,12/18/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"CROCUS AVE, KILBORN AVE",East,5050005.00,Night,Marty Carr,800,500,-75.663862900536,45.3865368356769
5508,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,BLK,50000,Monday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,12/19/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"BEARMAN ST, ROCKY HILL DR",West,5050141.13,Night,Wilson Lo,700,400,-75.7089566068015,45.2672410107109
5509,2022,TESLA,,Suv,BLK,,Saturday,Y,Bells Corners West,Ward 8 - College,Sector 15,12/19/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"FITZGERALD RD, ROBERTSON RD",West,5050136.02,Afternoon,Laine Johnson,1900,1200,-75.8368482488741,45.3206197283768
5510,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",RAV4,Suv,GRY,,Monday,N,Chapman Mills - Rideau Crest - Davidson Heights,Ward 24 - Barrhaven East,Sector 16,12/19/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"WOODROFFE AVE, SERENA WAY",West,5050141.13,Night,Wilson Lo,1100,100,-75.7168237826224,45.2725989564369
5511,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",CRV,Suv,RED,,Sunday,N,Hunt Club East - Western Community,Ward 16 - River,Sector 35,12/19/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"ROYALTON PRIV, UPLANDS DR",East,5050002.05,Evening,Riley Brockington,800,2200,-75.6761943909543,45.3495114856325
5512,2020,"HONDA/AMERICAN HONDA MOTOR CO.,",,Automobile,RED,,Sunday,Y,Orléans Chapel Hill South,Ward 19 - Orléans South-Navan,Sector 31,12/19/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"JODI CRT, KEITH CRES",East,5050125.06,Evening,Catherine Kitts,400,2100,-75.5234958665697,45.4242756975274
5513,2021,ACURA,RDX,Automobile,WHI,,Sunday,N,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 19 - Orléans South-Navan,Sector 31,12/19/2022 5:00:00 AM,12/18/2022 5:00:00 AM,2022,"LAKEBREEZE CIRC, LAKEBREEZE CIRC",East,5050171.09,Evening,Catherine Kitts,1500,2300,-75.4627956113884,45.4475801536162
5514,2014,CHRYSLER/ CHRYSLER OUTBOARD CORPORATION,,Automobile,GRY,,Monday,Y,Bridlewood - Emerald Meadows,Ward 23 - Kanata South,Sector 13,12/19/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"BRIDGESTONE DR, WINDWAYS CRES E",West,5050161.05,Morning,Allan Hubley,900,800,-75.8588120022947,45.2778405594532
5515,,,,Automobile,,65000,Monday,N,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,12/20/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"BLACKBURN AVE, OSGOODE ST",Central,5050052.00,Evening,Stéphanie Plante,600,2300,-75.6757836620791,45.426090400697
5516,2021,CHEVROLET,SILVERADO,Automobile,GRY,,Friday,N,Carlington,Ward 16 - River,Sector 21,12/20/2022 5:00:00 AM,11/18/2022 5:00:00 AM,2022,"BELLEVUE AVE, LAPERRIERE AVE",Central,5050022.00,Morning,Riley Brockington,1600,600,-75.7457642204218,45.3764039577333
5517,2020,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Suv,GRY,,Tuesday,Y,Civic Hospital-Central Park,Ward 15 - Kitchissippi,Sector 21,12/20/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,"FERN AVE, LYNWOOD AVE",Central,5050034.00,Night,Jeff Leiper,700,200,-75.7184417960008,45.3994541866534
5518,2017,"HONDA/AMERICAN HONDA MOTOR CO.,",CIVIC (AND CRX),Automobile,WHI,,Tuesday,Y,Cummings,Ward 11 - Beacon Hill-Cyrville,Sector 32,12/20/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,LEMIEUX ST:ST LAURENT BLVD,East,5050012.00,Night,Tim Tierney,0,0,-75.6362024962908,45.4222913822631
5519,2021,RAM TRUCKS,,Automobile,WHI,60000,Tuesday,Y,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,12/20/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,"MANCINI WAY, SILVERSTONE WAY",West,5050141.12,Night,Wilson Lo,500,100,-75.7360882468579,45.2712269224383
5520,2000,FORD,F250,Truck,WHI,,Monday,Y,Orléans Industrial,Ward 2 - Orléans West-Innes,Sector 31,12/20/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"JEANNE D'ARC BLVD, GREY NUNS DR, YOUVILLE DR",East,5050124.01,Afternoon,Laura Dudas,1200,1400,-75.5425335967883,45.4662104645267
5521,2020,PORSCHE,,Suv,GRY,,Tuesday,N,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,12/20/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,"INNOVATIVE PRIV,SYSTEMHOUSE ST",West,5050141.15,Afternoon,David Hill,1900,1600,-75.7817129855764,45.2683033940505
5522,2015,HYUNDAI,SANTA FE,Suv,GRY,,Tuesday,Y,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,Ward 1 - Orléans East-Cumberland,Sector 31,12/21/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,"BOTTRIELL WAY N, CHARLEMAGNE BLVD",East,5050170.10,Evening,Matthew Luloff,1000,2200,-75.4908672896838,45.4770496847143
5523,2022,JEEP (1989 AND AFTER),,Suv,WHI,,Wednesday,N,Orléans North West,Ward 2 - Orléans West-Innes,Sector 31,12/21/2022 5:00:00 AM,12/21/2022 5:00:00 AM,2022,"OR174 JEANNE D'A IC105R16, REGIONAL RD 174",East,5050124.03,Night,Laura Dudas,800,400,-75.5521404667747,45.4668035459507
5524,2012,CASE / J.I. CASE/ CONSTRUCTION KING /CASE-GENERAL ,,Other,ONG,,Tuesday,N,Lebreton Development,Ward 14 - Somerset,Sector 22,12/21/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,"ALBERT ST, PRESTON ST",Central,5050047.00,Afternoon,Ariel Troster,700,1700,-75.7160721367268,45.4114551452857
5525,2022,RAM TRUCKS,1500,Truck,WHI,,Saturday,Y,Hunt Club - Ottawa Airport,Ward 10 - Gloucester-Southgate,Sector 35,12/21/2022 5:00:00 AM,12/10/2022 5:00:00 AM,2022,"PAUL BENOIT DRWY, AVRO JETLINER PRIV",East,5050002.06,Evening,Jessica Bradley,1700,2100,-75.6833036623552,45.3363536010244
5526,2003,MAZDA,PROTEGE,Automobile,RED,,Tuesday,Y,Iris,Ward 8 - College,Sector 15,12/21/2022 5:00:00 AM,12/20/2022 5:00:00 AM,2022,"FELLOWS RD, WESTBURY RD",West,5050026.00,Evening,Laine Johnson,1300,1900,-75.7679558262023,45.3512372928913
5527,2021,"TOYOTA/ TOYOTA MOTOR CO., LTD.",HIGHLANDER,Automobile,GRY,,Monday,Y,Sandy Hill - Ottawa East,Ward 12 - Rideau-Vanier,Sector 24,12/21/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"FRIEL ST, LAURIER AVE",Central,5050051.00,Evening,Stéphanie Plante,900,2000,-75.679569073068,45.4267042698037
5528,2022,RAM TRUCKS,1500,Truck,SIL,76000,Wednesday,N,New Barrhaven - New Development - Stonebridge,Ward 24 - Barrhaven East,Sector 16,12/22/2022 5:00:00 AM,12/21/2022 5:00:00 AM,2022,"BARNSTABLE DR, BIRDHILL AVE",West,5050140.03,Evening,Wilson Lo,600,2200,-75.7538791876166,45.2880555843653
5529,2010,AUDI,Q5,Suv,GRY,,Saturday,Y,Stittsville,Ward 5 - West Carleton-March,Sector 13,12/22/2022 5:00:00 AM,12/17/2022 5:00:00 AM,2022,"CARP RD, HWY 417 CARP IC144R25",West,5050300.00,Evening,Clarke Kelly,200,2100,-75.9546975923922,45.2791932767742
5530,2021,DODGE,DURANGO,Automobile,BLK,40000,Thursday,N,Orléans Queenswood Heights,Ward 1 - Orléans East-Cumberland,Sector 31,12/22/2022 5:00:00 AM,12/22/2022 5:00:00 AM,2022,"BOUTON D'OR WAY, COTE ROYALE CRES",East,5050170.03,Night,Matthew Luloff,500,500,-75.5094613904432,45.4765286404102
5531,2019,BMW,,Automobile,BLK,,Thursday,N,Riverside South - Leitrim,Ward 22 - Riverside South-Findlay Creek,Sector 35,12/22/2022 5:00:00 AM,12/22/2022 5:00:00 AM,2022,"MIIKANA RD,SPREADWING WAY,WABIKON CRES",East,5050126.03,Night,Steve Desroches,900,100,-75.5995133339046,45.3078536432854
5532,2010,"TOYOTA/ TOYOTA MOTOR CO., LTD.",,Automobile,BLU,,Monday,Y,Overbrook - McArthur,Ward 12 - Rideau-Vanier,Sector 25,12/22/2022 5:00:00 AM,12/19/2022 5:00:00 AM,2022,"CARLOTTA AVE, MARGUERITE AVE",Central,5050101.00,Morning,Stéphanie Plante,1000,600,-75.6661757360769,45.4302379816244
5533,2022,DODGE,DURANGO,Automobile,WHI,,Wednesday,Y,New Barrhaven - New Development - Stonebridge,Ward 3 - Barrhaven West,Sector 16,12/22/2022 5:00:00 AM,12/21/2022 5:00:00 AM,2022,"BLACKLEAF DR, KENNACRAIG PRIV N",West,5050141.15,Afternoon,David Hill,600,1600,-75.7313801735223,45.2483619098412
